CD_MUN,SIGLA_UF,year,pop_est
3557204,SP,2016,12486
3557204,SP,2017,12487
3557204,SP,2018,12418
3557204,SP,2019,12418
3557204,SP,2020,12418
3557204,SP,2021,12418
3557204,SP,2022,12211
3557204,SP,2024,12411
3557204,SP,2025,12415
3557303,SP,2007,9185
3557303,SP,2008,9590
3557303,SP,2009,9657
3557303,SP,2010,10044
3557303,SP,2011,10135
3557303,SP,2012,10224
3557303,SP,2013,10669
3557303,SP,2014,10772
3557303,SP,2015,10873
3557303,SP,2016,10971
3557303,SP,2017,11067
3557303,SP,2018,11198
3557303,SP,2019,11304
3557303,SP,2020,11407
3557303,SP,2021,11507
3557303,SP,2022,11295
3557303,SP,2024,11566
3557303,SP,2025,11609
4100103,PR,2007,7791
4100103,PR,2008,7965
4100103,PR,2009,7928
4100103,PR,2010,7764
4100103,PR,2011,7726
4100103,PR,2012,7690
4100103,PR,2013,7881
4100103,PR,2014,7852
4100103,PR,2015,7823
4100103,PR,2016,7795
4100103,PR,2017,7768
4100103,PR,2018,7507
4100103,PR,2019,7457
4100103,PR,2020,7408
4100103,PR,2021,7360
4100103,PR,2022,7241
4100103,PR,2024,7271
4100103,PR,2025,7233
4100202,PR,2007,6709
4100202,PR,2008,6875
4100202,PR,2009,6856
4100202,PR,2010,6376
4100202,PR,2011,6328
4100202,PR,2012,6281
4100202,PR,2013,6416
4100202,PR,2014,6374
4100202,PR,2015,6333
4100202,PR,2016,6293
4100202,PR,2017,6254
4100202,PR,2018,5983
4100202,PR,2019,5919
4100202,PR,2020,5857
4100202,PR,2021,5797
4100202,PR,2022,6256
4100202,PR,2024,6327
4100202,PR,2025,6319
4100301,PR,2007,8192
4100301,PR,2008,8601
4100301,PR,2009,8735
4100301,PR,2010,8270
4100301,PR,2011,8351
4100301,PR,2012,8429
4100301,PR,2013,8797
4100301,PR,2014,8892
4100301,PR,2015,8983
4100301,PR,2016,9073
4100301,PR,2017,9161
4100301,PR,2018,9269
4100301,PR,2019,9371
4100301,PR,2020,9470
4100301,PR,2021,9567
4100301,PR,2022,10233
4100301,PR,2024,10646
4100301,PR,2025,10770
4100400,PR,2007,93055
4100400,PR,2008,96739
4100400,PR,2009,97523
4100400,PR,2010,103204
4100400,PR,2011,104350
4100400,PR,2012,105458
4100400,PR,2013,110256
4100400,PR,2014,111586
4100400,PR,2015,112870
4100400,PR,2016,114129
4100400,PR,2017,115364
4100400,PR,2018,117168
4100400,PR,2019,118623
4100400,PR,2020,120041
4100400,PR,2021,121420
4100400,PR,2022,119825
4100400,PR,2024,124788
4100400,PR,2025,125861
4100459,PR,2007,4369
4100459,PR,2008,4101
4100459,PR,2009,3799
4100459,PR,2010,4306
4100459,PR,2011,4099
4100459,PR,2012,3900
4100459,PR,2013,3754
4100459,PR,2014,3544
4100459,PR,2015,3341
4100459,PR,2016,3143
4100459,PR,2017,2948
4100459,PR,2018,2209
4100459,PR,2019,1942
4100459,PR,2020,1682
4100459,PR,2021,1429
4100459,PR,2022,3590
4100459,PR,2024,3543
4100459,PR,2025,3496
4100509,PR,2007,19904
4100509,PR,2008,20638
4100509,PR,2009,20764
4100509,PR,2010,20516
4100509,PR,2011,20615
4100509,PR,2012,20711
4100509,PR,2013,21489
4100509,PR,2014,21619
4100509,PR,2015,21744
4100509,PR,2016,21867
4100509,PR,2017,21988
4100509,PR,2018,21933
4100509,PR,2019,22056
4100509,PR,2020,22176
4100509,PR,2021,22293
4100509,PR,2022,18742
4100509,PR,2024,18750
4100509,PR,2025,18634
4100608,PR,2007,12936
4100608,PR,2008,13379
4100608,PR,2009,13435
4100608,PR,2010,13663
4100608,PR,2011,13736
4100608,PR,2012,13806
4100608,PR,2013,14334
4100608,PR,2014,14427
4100608,PR,2015,14518
4100608,PR,2016,14606
4100608,PR,2017,14693
4100608,PR,2018,14679
4100608,PR,2019,14770
4100608,PR,2020,14859
4100608,PR,2021,14945
4100608,PR,2022,13909
4100608,PR,2024,14138
4100608,PR,2025,14183
4100707,PR,2007,10210
4100707,PR,2008,10448
4100707,PR,2009,10406
4100707,PR,2010,10179
4100707,PR,2011,10134
4100707,PR,2012,10092
4100707,PR,2013,10350
4100707,PR,2014,10317
4100707,PR,2015,10285
4100707,PR,2016,10253
4100707,PR,2017,10222
4100707,PR,2018,9896
4100707,PR,2019,9836
4100707,PR,2020,9778
4100707,PR,2021,9722
4100707,PR,2022,9727
4100707,PR,2024,9802
4100707,PR,2025,9771
4100806,PR,2007,9014
4100806,PR,2008,9262
4100806,PR,2009,9255
4100806,PR,2010,10283
4100806,PR,2011,10362
4100806,PR,2012,10439
4100806,PR,2013,10869
4100806,PR,2014,10965
4100806,PR,2015,11057
4100806,PR,2016,11148
4100806,PR,2017,11237
4100806,PR,2018,11306
4100806,PR,2019,11406
4100806,PR,2020,11503
4100806,PR,2021,11598
4100806,PR,2022,10326
4100806,PR,2024,10478
4100806,PR,2025,10481
4100905,PR,2007,5140
4100905,PR,2008,5378
4100905,PR,2009,5447
4100905,PR,2010,5443
4100905,PR,2011,5503
4100905,PR,2012,5562
4100905,PR,2013,5815
4100905,PR,2014,5885
4100905,PR,2015,5953
4100905,PR,2016,6019
4100905,PR,2017,6084
4100905,PR,2018,6181
4100905,PR,2019,6257
4100905,PR,2020,6332
4100905,PR,2021,6405
4100905,PR,2022,4762
4100905,PR,2024,4736
4100905,PR,2025,4688
4101002,PR,2007,17067
4101002,PR,2008,17830
4101002,PR,2009,18041
4101002,PR,2010,17308
4101002,PR,2011,17437
4101002,PR,2012,17563
4101002,PR,2013,18281
4101002,PR,2014,18439
4101002,PR,2015,18591
4101002,PR,2016,18740
4101002,PR,2017,18886
4101002,PR,2018,18989
4101002,PR,2019,19152
4101002,PR,2020,19311
4101002,PR,2021,19466
4101002,PR,2022,19620
4101002,PR,2024,20199
4101002,PR,2025,20337
4101051,PR,2007,2868
4101051,PR,2008,2937
4101051,PR,2009,2926
4101051,PR,2010,2874
4101051,PR,2011,2863
4101051,PR,2012,2854
4101051,PR,2013,2929
4101051,PR,2014,2922
4101051,PR,2015,2915
4101051,PR,2016,2908
4101051,PR,2017,2901
4101051,PR,2018,2816
4101051,PR,2019,2801
4101051,PR,2020,2788
4101051,PR,2021,2774
4101051,PR,2022,2918
4101051,PR,2024,2965
4101051,PR,2025,2971
4101101,PR,2007,21330
4101101,PR,2008,21953
4101101,PR,2009,21964
4101101,PR,2010,20610
4101101,PR,2011,20529
4101101,PR,2012,20451
4101101,PR,2013,20988
4101101,PR,2014,20931
4101101,PR,2015,20876
4101101,PR,2016,20822
4101101,PR,2017,20769
4101101,PR,2018,20139
4101101,PR,2019,20031
4101101,PR,2020,19926
4101101,PR,2021,19823
4101101,PR,2022,19878
4101101,PR,2024,20044
4101101,PR,2025,19989
4101150,PR,2007,2807
4101150,PR,2008,2890
4101150,PR,2009,2893
4101150,PR,2010,2859
4101150,PR,2011,2860
4101150,PR,2012,2862
4101150,PR,2013,2954
4101150,PR,2014,2959
4101150,PR,2015,2964
4101150,PR,2016,2969
4101150,PR,2017,2974
4101150,PR,2018,2927
4101150,PR,2019,2928
4101150,PR,2020,2930
4101150,PR,2021,2931
4101150,PR,2022,3235
4101150,PR,2024,3332
4101150,PR,2025,3357
4101200,PR,2007,17581
4101200,PR,2008,17891
4101200,PR,2009,17743
4101200,PR,2010,18891
4101200,PR,2011,18869
4101200,PR,2012,18849
4101200,PR,2013,19412
4101200,PR,2014,19414
4101200,PR,2015,19416
4101200,PR,2016,19418
4101200,PR,2017,19420
4101200,PR,2018,19011
4101200,PR,2019,18980
4101200,PR,2020,18949
4101200,PR,2021,18919
4101200,PR,2022,18091
4101200,PR,2024,18223
4101200,PR,2025,18140
4101309,PR,2007,7477
4101309,PR,2008,7725
4101309,PR,2009,7750
4101309,PR,2010,7351
4101309,PR,2011,7347
4101309,PR,2012,7343
4101309,PR,2013,7567
4101309,PR,2014,7573
4101309,PR,2015,7578
4101309,PR,2016,7582
4101309,PR,2017,7587
4101309,PR,2018,7441
4101309,PR,2019,7434
4101309,PR,2020,7427
4101309,PR,2021,7421
4101309,PR,2022,7018
4101309,PR,2024,7071
4101309,PR,2025,7048
4101408,PR,2007,115323
4101408,PR,2008,120133
4101408,PR,2009,121290
4101408,PR,2010,120919
4101408,PR,2011,121924
4101408,PR,2012,122896
4101408,PR,2013,128058
4101408,PR,2014,129265
4101408,PR,2015,130430
4101408,PR,2016,131571
4101408,PR,2017,132691
4101408,PR,2018,133726
4101408,PR,2019,134996
4101408,PR,2020,136234
4101408,PR,2021,137438
4101408,PR,2022,130134
4101408,PR,2024,134306
4101408,PR,2025,134910
4101507,PR,2007,96669
4101507,PR,2008,101467
4101507,PR,2009,103025
4101507,PR,2010,104150
4101507,PR,2011,105587
4101507,PR,2012,106978
4101507,PR,2013,112198
4101507,PR,2014,113833
4101507,PR,2015,115412
4101507,PR,2016,116960
4101507,PR,2017,118477
4101507,PR,2018,121198
4101507,PR,2019,123027
4101507,PR,2020,124810
4101507,PR,2021,126545
4101507,PR,2022,119138
4101507,PR,2024,123863
4101507,PR,2025,124838
4101606,PR,2007,25645
4101606,PR,2008,26730
4101606,PR,2009,26998
4101606,PR,2010,25855
4101606,PR,2011,26006
4101606,PR,2012,26153
4101606,PR,2013,27170
4101606,PR,2014,27362
4101606,PR,2015,27547
4101606,PR,2016,27728
4101606,PR,2017,27906
4101606,PR,2018,27925
4101606,PR,2019,28115
4101606,PR,2020,28300
4101606,PR,2021,28480
4101606,PR,2022,25777
4101606,PR,2024,26310
4101606,PR,2025,26325
4101655,PR,2007,3945
4101655,PR,2008,4035
4101655,PR,2009,4017
4101655,PR,2010,3561
4101655,PR,2011,3514
4101655,PR,2012,3469
4101655,PR,2013,3513
4101655,PR,2014,3469
4101655,PR,2015,3426
4101655,PR,2016,3384
4101655,PR,2017,3343
4101655,PR,2018,3128
4101655,PR,2019,3068
4101655,PR,2020,3009
4101655,PR,2021,2951
4101655,PR,2022,3527
4101655,PR,2024,3573
4101655,PR,2025,3573
4101705,PR,2007,12650
4101705,PR,2008,12984
4101705,PR,2009,12962
4101705,PR,2010,13419
4101705,PR,2011,13445
4101705,PR,2012,13471
4101705,PR,2013,13926
4101705,PR,2014,13971
4101705,PR,2015,14014
4101705,PR,2016,14056
4101705,PR,2017,14098
4101705,PR,2018,13939
4101705,PR,2019,13970
4101705,PR,2020,14000
4101705,PR,2021,14029
4101705,PR,2022,14485
4101705,PR,2024,14824
4101705,PR,2025,14894
4101804,PR,2007,109943
4101804,PR,2008,115849
4101804,PR,2009,117964
4101804,PR,2010,119123
4101804,PR,2011,121032
4101804,PR,2012,122878
4101804,PR,2013,129209
4101804,PR,2014,131356
4101804,PR,2015,133428
4101804,PR,2016,135459
4101804,PR,2017,137452
4101804,PR,2018,141410
4101804,PR,2019,143843
4101804,PR,2020,146214
4101804,PR,2021,148522
4101804,PR,2022,151666
4101804,PR,2024,160038
4101804,PR,2025,162247
4101853,PR,2007,2540
4101853,PR,2008,2568
4101853,PR,2009,2533
4101853,PR,2010,2453
4101853,PR,2011,2420
4101853,PR,2012,2389
4101853,PR,2013,2421
4101853,PR,2014,2389
4101853,PR,2015,2359
4101853,PR,2016,2330
4101853,PR,2017,2301
4101853,PR,2018,2151
4101853,PR,2019,2108
4101853,PR,2020,2066
4101853,PR,2021,2026
4101853,PR,2022,2329
4101853,PR,2024,2351
4101853,PR,2025,2351
4101903,PR,2007,16098
4101903,PR,2008,16306
4101903,PR,2009,16112
4101903,PR,2010,16354
4101903,PR,2011,16224
4101903,PR,2012,16099
4101903,PR,2013,16436
4101903,PR,2014,16322
4101903,PR,2015,16212
4101903,PR,2016,16104
4101903,PR,2017,15999
4101903,PR,2018,15289
4101903,PR,2019,15119
4101903,PR,2020,14954
4101903,PR,2021,14792
4101903,PR,2022,13797
4101903,PR,2024,13643
4101903,PR,2025,13477
4102000,PR,2007,32226
4102000,PR,2008,33077
4102000,PR,2009,33023
4102000,PR,2010,33025
4102000,PR,2011,33003
4102000,PR,2012,32981
4102000,PR,2013,33988
4102000,PR,2014,34008
4102000,PR,2015,34027
4102000,PR,2016,34046
4102000,PR,2017,34064
4102000,PR,2018,33397
4102000,PR,2019,33362
4102000,PR,2020,33340
4102000,PR,2021,33306
4102000,PR,2022,36808
4102000,PR,2024,38105
4102000,PR,2025,38357
4102109,PR,2007,24191
4102109,PR,2008,25042
4102109,PR,2009,25164
4102109,PR,2010,24698
4102109,PR,2011,24779
4102109,PR,2012,24859
4102109,PR,2013,25745
4102109,PR,2014,25862
4102109,PR,2015,25976
4102109,PR,2016,26087
4102109,PR,2017,26196
4102109,PR,2018,26011
4102109,PR,2019,26111
4102109,PR,2020,26209
4102109,PR,2021,26304
4102109,PR,2022,25475
4102109,PR,2024,26145
4102109,PR,2025,26203
4102208,PR,2007,3627
4102208,PR,2008,3682
4102208,PR,2009,3645
4102208,PR,2010,3913
4102208,PR,2011,3905
4102208,PR,2012,3898
4102208,PR,2013,4010
4102208,PR,2014,4007
4102208,PR,2015,4004
4102208,PR,2016,4002
4102208,PR,2017,3999
4102208,PR,2018,3902
4102208,PR,2019,3892
4102208,PR,2020,3881
4102208,PR,2021,3871
4102208,PR,2022,3980
4102208,PR,2024,4045
4102208,PR,2025,4046
4102307,PR,2007,10639
4102307,PR,2008,11118
4102307,PR,2009,11252
4102307,PR,2010,11300
4102307,PR,2011,11421
4102307,PR,2012,11539
4102307,PR,2013,12059
4102307,PR,2014,12200
4102307,PR,2015,12337
4102307,PR,2016,12471
4102307,PR,2017,12602
4102307,PR,2018,12787
4102307,PR,2019,12941
4102307,PR,2020,13092
4102307,PR,2021,13238
4102307,PR,2022,13395
4102307,PR,2024,13871
4102307,PR,2025,13867
4102406,PR,2007,32290
4102406,PR,2008,33089
4102406,PR,2009,32994
4102406,PR,2010,32184
4102406,PR,2011,32065
4102406,PR,2012,31951
4102406,PR,2013,32800
4102406,PR,2014,32718
4102406,PR,2015,32639
4102406,PR,2016,32562
4102406,PR,2017,32486
4102406,PR,2018,31526
4102406,PR,2019,31367
4102406,PR,2020,31211
4102406,PR,2021,31061
4102406,PR,2022,31273
4102406,PR,2024,31807
4102406,PR,2025,31747
4102505,PR,2007,13655
4102505,PR,2008,14017
4102505,PR,2009,13995
4102505,PR,2010,12656
4102505,PR,2011,12544
4102505,PR,2012,12437
4102505,PR,2013,12683
4102505,PR,2014,12583
4102505,PR,2015,12487
4102505,PR,2016,12393
4102505,PR,2017,12300
4102505,PR,2018,11714
4102505,PR,2019,11568
4102505,PR,2020,11426
4102505,PR,2021,11287
4102505,PR,2022,10795
4102505,PR,2024,10692
4102505,PR,2025,10580
4102604,PR,2007,9027
4102604,PR,2008,9275
4102604,PR,2009,9267
4102604,PR,2010,9735
4102604,PR,2011,9766
4102604,PR,2012,9796
4102604,PR,2013,10143
4102604,PR,2014,10187
4102604,PR,2015,10231
4102604,PR,2016,10273
4102604,PR,2017,10314
4102604,PR,2018,10238
4102604,PR,2019,10275
4102604,PR,2020,10312
4102604,PR,2021,10347
4102604,PR,2022,9759
4102604,PR,2024,9900
4102604,PR,2025,9903
4102703,PR,2007,2757
4102703,PR,2008,2850
4102703,PR,2009,2860
4102703,PR,2010,2727
4102703,PR,2011,2727
4102703,PR,2012,2728
4102703,PR,2013,2813
4102703,PR,2014,2817
4102703,PR,2015,2821
4102703,PR,2016,2825
4102703,PR,2017,2828
4102703,PR,2018,2781
4102703,PR,2019,2781
4102703,PR,2020,2781
4102703,PR,2021,2781
4102703,PR,2022,2814
4102703,PR,2024,2866
4102703,PR,2025,2872
4102752,PR,2007,4136
4102752,PR,2008,4210
4102752,PR,2009,4176
4102752,PR,2010,3945
4102752,PR,2011,3902
4102752,PR,2012,3861
4102752,PR,2013,3926
4102752,PR,2014,3887
4102752,PR,2015,3848
4102752,PR,2016,3811
4102752,PR,2017,3774
4102752,PR,2018,3567
4102752,PR,2019,3511
4102752,PR,2020,3457
4102752,PR,2021,3404
4102752,PR,2022,4031
4102752,PR,2024,4100
4102752,PR,2025,4122
4102802,PR,2007,14996
4102802,PR,2008,15465
4102802,PR,2009,15496
4102802,PR,2010,15079
4102802,PR,2011,15083
4102802,PR,2012,15087
4102802,PR,2013,15565
4102802,PR,2014,15589
4102802,PR,2015,15612
4102802,PR,2016,15634
4102802,PR,2017,15656
4102802,PR,2018,15395
4102802,PR,2019,15397
4102802,PR,2020,15399
4102802,PR,2021,15400
4102802,PR,2022,14833
4102802,PR,2024,14998
4102802,PR,2025,14982
4102901,PR,2007,16142
4102901,PR,2008,16716
4102901,PR,2009,16803
4102901,PR,2010,15880
4102901,PR,2011,15891
4102901,PR,2012,15903
4102901,PR,2013,16416
4102901,PR,2014,16448
4102901,PR,2015,16480
4102901,PR,2016,16511
4102901,PR,2017,16627
4102901,PR,2018,16377
4102901,PR,2019,16389
4102901,PR,2020,16400
4102901,PR,2021,16411
4102901,PR,2022,15533
4102901,PR,2024,15689
4102901,PR,2025,15650
4103008,PR,2007,4706
4103008,PR,2008,4785
4103008,PR,2009,4742
4103008,PR,2010,4568
4103008,PR,2011,4522
4103008,PR,2012,4479
4103008,PR,2013,4559
4103008,PR,2014,4518
4103008,PR,2015,4478
4103008,PR,2016,4438
4103008,PR,2017,4392
4103008,PR,2018,4165
4103008,PR,2019,4105
4103008,PR,2020,4047
4103008,PR,2021,3991
4103008,PR,2022,4558
4103008,PR,2024,4622
4103008,PR,2025,4595
4103024,PR,2007,2866
4103024,PR,2008,2919
4103024,PR,2009,2898
4103024,PR,2010,2764
4103024,PR,2011,2738
4103024,PR,2012,2713
4103024,PR,2013,2763
4103024,PR,2014,2739
4103024,PR,2015,2716
4103024,PR,2016,2694
4103024,PR,2017,2671
4103024,PR,2018,2538
4103024,PR,2019,2503
4103024,PR,2020,2470
4103024,PR,2021,2437
4103024,PR,2022,2455
4103024,PR,2024,2448
4103024,PR,2025,2421
4103040,PR,2007,6744
4103040,PR,2008,6952
4103040,PR,2009,6964
4103040,PR,2010,6554
4103040,PR,2011,6537
4103040,PR,2012,6520
4103040,PR,2013,6702
4103040,PR,2014,6692
4103040,PR,2015,6683
4103040,PR,2016,6674
4103040,PR,2017,6665
4103040,PR,2018,6411
4103040,PR,2019,6387
4103040,PR,2020,6365
4103040,PR,2021,6343
4103040,PR,2022,6378
4103040,PR,2024,6244
4103040,PR,2025,6241
4103057,PR,2007,7818
4103057,PR,2008,7972
4103057,PR,2009,7919
4103057,PR,2010,7911
4103057,PR,2011,7872
4103057,PR,2012,7834
4103057,PR,2013,8028
4103057,PR,2014,7998
4103057,PR,2015,7968
4103057,PR,2016,7939
4103057,PR,2017,7911
4103057,PR,2018,7643
4103057,PR,2019,7591
4103057,PR,2020,7540
4103057,PR,2021,7524
4103057,PR,2022,7924
4103057,PR,2024,8034
4103057,PR,2025,8023
4103107,PR,2007,9533
4103107,PR,2008,9910
4103107,PR,2009,9989
4103107,PR,2010,10987
4103107,PR,2011,11136
4103107,PR,2012,11280
4103107,PR,2013,11826
4103107,PR,2014,11996
4103107,PR,2015,12159
4103107,PR,2016,12320
4103107,PR,2017,12477
4103107,PR,2018,12755
4103107,PR,2019,12944
4103107,PR,2020,13129
4103107,PR,2021,13308
4103107,PR,2022,13299
4103107,PR,2024,13804
4103107,PR,2025,13405
4103156,PR,2007,3835
4103156,PR,2008,3907
4103156,PR,2009,3879
4103156,PR,2010,3796
4103156,PR,2011,3769
4103156,PR,2012,3742
4103156,PR,2013,3824
4103156,PR,2014,3800
4103156,PR,2015,3777
4103156,PR,2016,3755
4103156,PR,2017,3733
4103156,PR,2018,3577
4103156,PR,2019,3541
4103156,PR,2020,3506
4103156,PR,2021,3472
4103156,PR,2022,3980
4103156,PR,2024,4061
4103156,PR,2025,4072
4103206,PR,2007,6397
4103206,PR,2008,6634
4103206,PR,2009,6676
4103206,PR,2010,6561
4103206,PR,2011,6591
4103206,PR,2012,6620
4103206,PR,2013,6866
4103206,PR,2014,6906
4103206,PR,2015,6944
4103206,PR,2016,6982
4103206,PR,2017,7019
4103206,PR,2018,6995
4103206,PR,2019,7032
4103206,PR,2020,7068
4103206,PR,2021,7103
4103206,PR,2022,6581
4103206,PR,2024,6677
4103206,PR,2025,6674
4103222,PR,2007,3061
4103222,PR,2008,3107
4103222,PR,2009,3075
4103222,PR,2010,3293
4103222,PR,2011,3285
4103222,PR,2012,3279
4103222,PR,2013,3372
4103222,PR,2014,3368
4103222,PR,2015,3365
4103222,PR,2016,3361
4103222,PR,2017,3358
4103222,PR,2018,3274
4103222,PR,2019,3264
4103222,PR,2020,3254
4103222,PR,2021,3244
4103222,PR,2022,3202
4103222,PR,2024,3234
4103222,PR,2025,3244
4103305,PR,2007,8275
4103305,PR,2008,8355
4103305,PR,2009,8235
4103305,PR,2010,7878
4103305,PR,2011,7757
4103305,PR,2012,7641
4103305,PR,2013,7724
4103305,PR,2014,7608
4103305,PR,2015,7497
4103305,PR,2016,7387
4103305,PR,2017,7280
4103305,PR,2018,6749
4103305,PR,2019,6592
4103305,PR,2020,6439
4103305,PR,2021,6290
4103305,PR,2022,7735
4103305,PR,2024,7824
4103305,PR,2025,7818
4103354,PR,2007,6044
4103354,PR,2008,6213
4103354,PR,2009,6209
4103354,PR,2010,5735
4103354,PR,2011,5700
4103354,PR,2012,5667
4103354,PR,2013,5799
4103354,PR,2014,5770
4103354,PR,2015,5742
4103354,PR,2016,5714
4103354,PR,2017,5687
4103354,PR,2018,5473
4103354,PR,2019,5427
4103354,PR,2020,5382
4103354,PR,2021,5338
4103354,PR,2022,4854
4103354,PR,2024,4802
4103354,PR,2025,4745
4103370,PR,2007,3306
4103370,PR,2008,3321
4103370,PR,2009,3260
4103370,PR,2010,3209
4103370,PR,2011,3157
4103370,PR,2012,3107
4103370,PR,2013,3136
4103370,PR,2014,3086
4103370,PR,2015,3037
4103370,PR,2016,2990
4103370,PR,2017,2943
4103370,PR,2018,2719
4103370,PR,2019,2651
4103370,PR,2020,2585
4103370,PR,2021,2521
4103370,PR,2022,3708
4103370,PR,2024,3828
4103370,PR,2025,3861
4103404,PR,2007,2702
4103404,PR,2008,2821
4103404,PR,2009,2853
4103404,PR,2010,2695
4103404,PR,2011,2711
4103404,PR,2012,2727
4103404,PR,2013,2833
4103404,PR,2014,2853
4103404,PR,2015,2873
4103404,PR,2016,2892
4103404,PR,2017,2911
4103404,PR,2018,2914
4103404,PR,2019,2934
4103404,PR,2020,2954
4103404,PR,2021,2973
4103404,PR,2022,2627
4103404,PR,2024,2655
4103404,PR,2025,2648
4103453,PR,2007,13065
4103453,PR,2008,13776
4103453,PR,2009,14034
4103453,PR,2010,14662
4103453,PR,2011,14932
4103453,PR,2012,15194
4103453,PR,2013,16020
4103453,PR,2014,16321
4103453,PR,2015,16611
4103453,PR,2016,16896
4103453,PR,2017,17175
4103453,PR,2018,17775
4103453,PR,2019,18120
4103453,PR,2020,18456
4103453,PR,2021,18783
4103453,PR,2022,18997
4103453,PR,2024,19844
4103453,PR,2025,20145
4103479,PR,2007,4271
4103479,PR,2008,4348
4103479,PR,2009,4313
4103479,PR,2010,4290
4103479,PR,2011,4263
4103479,PR,2012,4236
4103479,PR,2013,4334
4103479,PR,2014,4310
4103479,PR,2015,4288
4103479,PR,2016,4266
4103479,PR,2017,4245
4103479,PR,2018,4080
4103479,PR,2019,4044
4103479,PR,2020,4009
4103479,PR,2021,3975
4103479,PR,2022,4473
4103479,PR,2024,4561
4103479,PR,2025,4580
4103503,PR,2007,7546
4103503,PR,2008,7765
4103503,PR,2009,7767
4103503,PR,2010,8069
4103503,PR,2011,8099
4103503,PR,2012,8129
4103503,PR,2013,8423
4103503,PR,2014,8464
4103503,PR,2015,8505
4103503,PR,2016,8545
4103503,PR,2017,8583
4103503,PR,2018,8533
4103503,PR,2019,8570
4103503,PR,2020,8606
4103503,PR,2021,8641
4103503,PR,2022,8710
4103503,PR,2024,8921
4103503,PR,2025,8963
4103602,PR,2007,23956
4103602,PR,2008,24902
4103602,PR,2009,25102
4103602,PR,2010,23886
4103602,PR,2011,23974
4103602,PR,2012,24060
4103602,PR,2013,24928
4103602,PR,2014,25051
4103602,PR,2015,25170
4103602,PR,2016,25287
4103602,PR,2017,25401
4103602,PR,2018,25252
4103602,PR,2019,25360
4103602,PR,2020,25466
4103602,PR,2021,25569
4103602,PR,2022,23212
4103602,PR,2024,23430
4103602,PR,2025,23393
4103701,PR,2007,92888
4103701,PR,2008,96555
4103701,PR,2009,97329
4103701,PR,2010,96733
4103701,PR,2011,97389
4103701,PR,2012,98024
4103701,PR,2013,102222
4103701,PR,2014,103036
4103701,PR,2015,103822
4103701,PR,2016,104592
4103701,PR,2017,105347
4103701,PR,2018,105704
4103701,PR,2019,106533
4103701,PR,2020,107341
4103701,PR,2021,108126
4103701,PR,2022,107208
4103701,PR,2024,111009
4103701,PR,2025,110923
4103800,PR,2007,6862
4103800,PR,2008,7106
4103800,PR,2009,7142
4103800,PR,2010,7236
4103800,PR,2011,7278
4103800,PR,2012,7319
4103800,PR,2013,7603
4103800,PR,2014,7657
4103800,PR,2015,7708
4103800,PR,2016,7759
4103800,PR,2017,7808
4103800,PR,2018,7813
4103800,PR,2019,7865
4103800,PR,2020,7917
4103800,PR,2021,7967
4103800,PR,2022,9460
4103800,PR,2024,9899
4103800,PR,2025,10045
4103909,PR,2007,15983
4103909,PR,2008,16329
4103909,PR,2009,16243
4103909,PR,2010,15394
4103909,PR,2011,15269
4103909,PR,2012,15149
4103909,PR,2013,15463
4103909,PR,2014,15353
4103909,PR,2015,15247
4103909,PR,2016,15144
4103909,PR,2017,15042
4103909,PR,2018,14366
4103909,PR,2019,14202
4103909,PR,2020,14043
4103909,PR,2021,13888
4103909,PR,2022,15723
4103909,PR,2024,15979
4103909,PR,2025,16014
4103958,PR,2007,4180
4103958,PR,2008,4284
4103958,PR,2009,4272
4103958,PR,2010,4076
4103958,PR,2011,4054
4103958,PR,2012,4033
4103958,PR,2013,4130
4103958,PR,2014,4113
4103958,PR,2015,4096
4103958,PR,2016,4079
4103958,PR,2017,4062
4103958,PR,2018,3917
4103958,PR,2019,3887
4103958,PR,2020,3859
4103958,PR,2021,3831
4103958,PR,2022,3936
4103958,PR,2024,3973
4103958,PR,2025,3954
4104006,PR,2007,35396
4104006,PR,2008,36644
4104006,PR,2009,36825
4104006,PR,2010,38769
4104006,PR,2011,39092
4104006,PR,2012,39404
4104006,PR,2013,41060
4104006,PR,2014,41447
4104006,PR,2015,41821
4104006,PR,2016,42187
4104006,PR,2017,42547
4104006,PR,2018,42880
4104006,PR,2019,43288
4104006,PR,2020,43685
4104006,PR,2021,44072
4104006,PR,2022,47825
4104006,PR,2024,49971
4104006,PR,2025,50600
4104055,PR,2007,4426
4104055,PR,2008,4458
4104055,PR,2009,4385
4104055,PR,2010,4407
4104055,PR,2011,4352
4104055,PR,2012,4299
4104055,PR,2013,4361
4104055,PR,2014,4309
4104055,PR,2015,4259
4104055,PR,2016,4210
4104055,PR,2017,4162
4104055,PR,2018,3905
4104055,PR,2019,3833
4104055,PR,2020,3763
4104055,PR,2021,3694
4104055,PR,2022,4027
4104055,PR,2024,4032
4104055,PR,2025,3997
4104105,PR,2007,6461
4104105,PR,2008,6685
4104105,PR,2009,6715
4104105,PR,2010,7125
4104105,PR,2011,7186
4104105,PR,2012,7245
4104105,PR,2013,7550
4104105,PR,2014,7623
4104105,PR,2015,7693
4104105,PR,2016,7762
4104105,PR,2017,7829
4104105,PR,2018,7894
4104105,PR,2019,7971
4104105,PR,2020,8045
4104105,PR,2021,8118
4104105,PR,2022,7508
4104105,PR,2024,7666
4104105,PR,2025,7693
4104204,PR,2007,105492
4104204,PR,2008,110796
4104204,PR,2009,112548
4104204,PR,2010,112377
